userid,dept,date,total_hours_charged,direct_hours,non_direct_hours,overtime_hours,is_holiday
EMP051,Management,2023-03-13,7.75,6.02,1.24,0.5,False
EMP023,Maintenance,2023-03-13,8.81,5.75,2.45,0.6,False
EMP057,Quality,2023-03-13,8.31,6.26,2.04,0.0,False
EMP070,Management,2023-03-13,9.31,7.35,1.16,0.8,False
EMP004,Logistics,2023-03-13,7.97,5.97,2.0,0.0,False
EMP033,Logistics,2023-03-13,7.7,4.72,2.98,0.0,False
EMP068,Management,2023-03-13,8.78,4.71,2.31,1.76,False
EMP026,Maintenance,2023-03-13,7.77,5.7,1.38,0.68,False
EMP018,Management,2023-03-13,6.96,5.89,1.07,0.0,False
EMP008,Quality,2023-03-13,6.66,5.99,0.67,0.0,False
EMP055,Logistics,2023-03-13,9.61,6.88,1.53,1.2,False
EMP022,Quality,2023-03-13,8.07,5.29,2.78,0.0,False
EMP017,Assembly,2023-03-13,9.77,5.55,2.51,1.73,False
EMP034,Management,2023-03-13,7.17,6.38,0.79,0.0,False
EMP060,Maintenance,2023-03-13,7.99,6.99,1.0,0.0,False
EMP009,Logistics,2023-03-13,8.01,6.09,1.92,0.0,False
EMP039,Maintenance,2023-03-13,8.39,5.04,3.33,0.02,False
EMP063,Quality,2023-03-13,8.23,6.24,1.99,0.0,False
EMP010,Assembly,2023-03-14,7.89,5.24,2.66,0.0,False
EMP049,Assembly,2023-03-14,7.35,4.7,2.66,0.0,False
EMP065,Maintenance,2023-03-14,8.54,6.97,1.46,0.12,False
EMP028,Assembly,2023-03-14,6.51,4.92,1.59,0.0,False
EMP008,Assembly,2023-03-14,8.64,7.04,1.47,0.13,False
EMP007,Quality,2023-03-14,7.61,5.85,1.76,0.0,False
EMP022,Management,2023-03-14,7.98,5.42,1.81,0.75,False
EMP030,Quality,2023-03-14,6.67,4.57,2.11,0.0,False
EMP024,Maintenance,2023-03-14,7.43,5.4,2.03,0.0,False
EMP027,Maintenance,2023-03-14,7.41,6.49,0.92,0.0,False
EMP032,Management,2023-03-14,8.35,5.04,3.3,0.0,False
EMP009,Logistics,2023-03-14,8.34,7.1,1.24,0.0,False
EMP020,Quality,2023-03-14,9.07,4.43,2.74,1.9,False
EMP025,Logistics,2023-03-14,7.27,5.71,1.56,0.0,False
EMP033,Maintenance,2023-03-14,7.37,5.22,2.15,0.0,False
EMP012,Logistics,2023-03-14,6.79,4.34,2.45,0.0,False
EMP018,Quality,2023-03-14,9.32,4.82,2.67,1.85,False
EMP026,Quality,2023-03-14,7.29,4.7,2.59,0.0,False
EMP060,Maintenance,2023-03-14,7.46,4.58,2.02,0.86,False
EMP039,Assembly,2023-03-14,7.73,6.63,1.1,0.0,False
EMP064,Assembly,2023-03-14,6.61,5.63,0.98,0.0,False
EMP056,Assembly,2023-03-14,9.68,6.36,1.21,2.11,False
EMP066,Quality,2023-03-14,7.57,4.85,2.72,0.0,False
EMP051,Maintenance,2023-03-14,7.67,5.71,1.95,0.0,False
EMP017,Maintenance,2023-03-14,8.39,5.22,2.55,0.63,False
EMP053,Management,2023-03-14,8.72,5.56,2.66,0.5,False
EMP003,Quality,2023-03-14,7.53,6.74,0.79,0.0,False
EMP016,Management,2023-03-14,7.86,6.2,1.66,0.0,False
EMP058,Management,2023-03-14,9.96,5.83,2.24,1.89,False
EMP047,Assembly,2023-03-14,7.67,5.59,2.07,0.0,False
EMP057,Management,2023-03-14,8.74,4.85,1.89,2.0,False
EMP050,Assembly,2023-03-14,7.69,5.82,1.87,0.0,False
EMP006,Assembly,2023-03-14,10.14,6.76,1.46,1.93,False
EMP004,Assembly,2023-03-14,6.72,4.13,2.59,0.0,False
EMP048,Management,2023-03-14,7.77,5.25,2.52,0.0,False
EMP038,Logistics,2023-03-14,7.21,4.47,2.74,0.0,False
EMP054,Management,2023-03-14,7.4,5.42,1.98,0.0,False
EMP031,Maintenance,2023-03-14,7.89,6.29,1.61,0.0,False
EMP023,Management,2023-03-14,8.59,6.35,2.24,0.0,False
EMP005,Quality,2023-03-14,8.19,6.73,1.46,0.0,False
EMP034,Management,2023-03-14,7.89,5.19,2.7,0.0,False
EMP013,Maintenance,2023-03-14,7.12,5.0,2.12,0.0,False
EMP043,Logistics,2023-03-14,8.49,5.8,2.66,0.03,False
EMP068,Maintenance,2023-03-14,7.64,5.08,2.56,0.0,False
EMP035,Management,2023-03-14,7.98,4.7,2.45,0.82,False
EMP044,Assembly,2023-03-14,9.63,5.66,2.04,1.93,False
EMP011,Quality,2023-03-14,8.61,7.51,1.1,0.0,False
EMP040,Logistics,2023-03-14,7.48,6.06,1.43,0.0,False
EMP021,Management,2023-03-14,7.43,4.49,2.94,0.0,False
EMP063,Maintenance,2023-03-14,8.62,6.39,2.16,0.08,False
EMP046,Logistics,2023-03-14,7.24,6.17,1.07,0.0,False
EMP059,Management,2023-03-14,6.52,5.57,0.95,0.0,False
EMP029,Assembly,2023-03-14,6.8,5.12,1.68,0.0,False
EMP046,Quality,2023-03-15,9.14,5.36,2.81,0.98,False
EMP005,Logistics,2023-03-15,9.3,5.44,1.92,1.92,False
EMP052,Management,2023-03-15,8.36,7.11,1.25,0.0,False
EMP054,Logistics,2023-03-15,8.78,6.92,1.31,0.55,False
EMP002,Quality,2023-03-15,7.42,5.43,1.99,0.0,False
EMP027,Assembly,2023-03-15,7.67,5.13,2.54,0.0,False
EMP053,Maintenance,2023-03-15,6.96,5.29,1.66,0.0,False
EMP026,Assembly,2023-03-15,7.01,6.1,0.83,0.06,False
EMP050,Maintenance,2023-03-15,7.14,5.12,2.02,0.0,False
EMP016,Maintenance,2023-03-15,9.3,4.71,3.11,1.48,False
EMP063,Assembly,2023-03-15,9.95,5.63,2.53,1.79,False
EMP021,Quality,2023-03-15,7.73,5.46,1.23,1.04,False
EMP015,Management,2023-03-15,7.37,6.21,1.16,0.0,False
EMP038,Management,2023-03-15,8.6,7.57,1.03,0.0,False
EMP040,Logistics,2023-03-15,8.27,5.64,2.64,0.0,False
EMP009,Logistics,2023-03-15,8.4,5.69,1.91,0.79,False
EMP045,Management,2023-03-15,7.6,6.37,1.23,0.0,False
EMP018,Quality,2023-03-15,8.01,5.48,2.54,0.0,False
EMP058,Maintenance,2023-03-15,7.87,6.27,1.6,0.0,False
EMP014,Maintenance,2023-03-15,7.0,5.95,1.05,0.0,False
EMP007,Logistics,2023-03-15,7.65,6.54,1.1,0.0,False
EMP051,Maintenance,2023-03-15,8.48,5.49,1.45,1.54,False
EMP029,Assembly,2023-03-15,6.67,4.4,2.28,0.0,False
EMP013,Quality,2023-03-15,7.1,5.58,1.51,0.0,False
EMP068,Management,2023-03-15,7.67,4.82,2.85,0.0,False
EMP070,Assembly,2023-03-15,7.59,5.58,2.01,0.0,False
EMP010,Maintenance,2023-03-15,8.33,6.43,0.84,1.06,False
EMP064,Assembly,2023-03-15,8.08,6.24,0.98,0.85,False
EMP022,Assembly,2023-03-15,7.94,6.02,1.92,0.0,False
EMP041,Assembly,2023-03-15,7.65,4.97,2.68,0.0,False
EMP003,Quality,2023-03-15,8.42,7.26,1.17,0.0,False
EMP061,Logistics,2023-03-15,7.81,5.3,2.12,0.39,False
EMP055,Logistics,2023-03-15,8.31,5.81,2.49,0.0,False
EMP001,Maintenance,2023-03-15,7.74,6.39,1.35,0.0,False
EMP042,Management,2023-03-15,7.95,7.12,0.83,0.0,False
EMP030,Management,2023-03-15,7.34,6.31,1.04,0.0,False
EMP062,Management,2023-03-15,9.97,6.72,1.26,1.99,False
EMP056,Logistics,2023-03-15,7.14,6.27,0.86,0.0,False
EMP025,Quality,2023-03-15,6.86,4.28,2.58,0.0,False
EMP004,Maintenance,2023-03-15,7.12,5.05,2.06,0.0,False
EMP035,Maintenance,2023-03-15,8.23,6.37,1.86,0.0,False
EMP044,Management,2023-03-15,6.48,5.07,1.41,0.0,False
EMP032,Assembly,2023-03-15,10.04,6.9,1.57,1.58,False
EMP048,Assembly,2023-03-15,7.65,6.86,0.79,0.0,False
EMP069,Maintenance,2023-03-15,8.64,7.38,1.26,0.0,False
EMP023,Quality,2023-03-15,6.78,5.15,1.63,0.0,False
EMP034,Maintenance,2023-03-15,6.76,4.75,2.01,0.0,False
EMP060,Maintenance,2023-03-15,9.34,6.9,0.85,1.59,False
EMP033,Quality,2023-03-15,8.06,6.39,1.66,0.0,False
EMP065,Maintenance,2023-03-15,7.29,4.88,2.41,0.0,False
EMP067,Management,2023-03-15,6.88,5.71,1.17,0.0,False
EMP057,Logistics,2023-03-15,7.02,4.6,2.42,0.0,False
EMP059,Logistics,2023-03-15,7.58,6.27,1.31,0.0,False
EMP006,Quality,2023-03-15,7.04,4.9,2.14,0.0,False
EMP057,Maintenance,2023-03-16,7.72,5.5,2.22,0.0,False
EMP017,Logistics,2023-03-16,7.02,4.36,2.66,0.0,False
EMP016,Quality,2023-03-16,7.16,4.43,2.62,0.11,False
EMP039,Maintenance,2023-03-16,8.26,5.4,2.86,0.0,False
EMP065,Assembly,2023-03-16,6.84,5.01,1.83,0.0,False
EMP010,Logistics,2023-03-16,9.02,4.48,2.73,1.8,False
EMP035,Assembly,2023-03-16,8.59,5.8,2.74,0.04,False
EMP062,Management,2023-03-16,8.96,6.21,1.74,1.03,False
EMP013,Management,2023-03-16,8.41,5.8,2.61,0.0,False
EMP009,Assembly,2023-03-16,8.01,5.82,2.19,0.0,False
EMP047,Logistics,2023-03-16,6.81,4.78,2.03,0.0,False
EMP066,Management,2023-03-16,8.24,5.14,1.54,1.56,False
EMP068,Assembly,2023-03-16,9.66,7.1,1.07,1.49,False
EMP006,Maintenance,2023-03-16,8.4,5.41,1.57,1.43,False
EMP003,Quality,2023-03-16,7.62,5.96,1.66,0.0,False
EMP049,Maintenance,2023-03-16,10.38,7.24,1.03,2.11,False
EMP031,Quality,2023-03-16,7.82,5.69,2.13,0.0,False
EMP069,Logistics,2023-03-16,8.18,6.24,1.93,0.0,False
EMP021,Maintenance,2023-03-16,8.25,6.94,1.31,0.0,False
EMP012,Assembly,2023-03-16,9.98,6.47,2.0,1.5,False
EMP002,Quality,2023-03-16,7.1,4.78,2.31,0.0,False
EMP042,Logistics,2023-03-16,7.33,6.1,1.23,0.0,False
EMP023,Assembly,2023-03-16,7.47,5.86,1.61,0.0,False
EMP033,Logistics,2023-03-16,8.32,6.99,1.33,0.0,False
EMP015,Quality,2023-03-16,8.67,4.45,2.13,2.1,False
EMP007,Maintenance,2023-03-16,8.95,5.05,1.79,2.11,False
EMP011,Maintenance,2023-03-16,8.55,6.88,1.67,0.0,False
EMP046,Quality,2023-03-16,8.48,5.79,2.69,0.0,False
EMP030,Maintenance,2023-03-16,8.06,5.96,2.1,0.0,False
EMP055,Assembly,2023-03-16,9.47,6.24,1.53,1.7,False
EMP036,Assembly,2023-03-16,7.85,6.69,1.17,0.0,False
EMP032,Management,2023-03-16,7.54,6.34,1.2,0.0,False
EMP004,Assembly,2023-03-16,8.91,5.4,2.73,0.78,False
EMP019,Management,2023-03-16,6.53,4.32,2.21,0.0,False
EMP044,Maintenance,2023-03-16,6.78,5.91,0.87,0.0,False
EMP054,Logistics,2023-03-16,7.33,6.3,1.04,0.0,False
EMP024,Maintenance,2023-03-16,6.97,4.38,2.58,0.0,False
EMP001,Assembly,2023-03-16,6.88,4.86,2.02,0.0,False
EMP061,Assembly,2023-03-16,8.05,4.88,3.16,0.0,False
EMP064,Logistics,2023-03-16,7.57,4.67,2.91,0.0,False
EMP034,Assembly,2023-03-16,9.03,6.1,2.03,0.9,False
EMP005,Management,2023-03-16,9.06,6.11,1.51,1.44,False
EMP070,Assembly,2023-03-16,9.41,5.68,1.72,2.01,False
EMP029,Maintenance,2023-03-16,7.2,4.29,2.84,0.08,False
EMP008,Management,2023-03-16,8.37,5.14,3.23,0.0,False
EMP051,Management,2023-03-16,7.43,5.65,1.78,0.0,False
EMP025,Management,2023-03-16,8.02,5.5,2.53,0.0,False
EMP041,Maintenance,2023-03-16,8.51,5.86,2.65,0.0,False
EMP027,Management,2023-03-16,8.6,5.91,2.69,0.0,False
EMP060,Assembly,2023-03-16,7.57,5.13,2.44,0.0,False
EMP058,Logistics,2023-03-16,7.82,6.37,1.45,0.0,False
EMP045,Quality,2023-03-16,6.65,5.27,1.38,0.0,False
EMP053,Maintenance,2023-03-16,8.75,7.1,1.37,0.28,False
EMP038,Logistics,2023-03-16,6.52,5.3,1.22,0.0,False
EMP055,Quality,2023-03-17,7.38,6.0,0.93,0.44,False
EMP016,Management,2023-03-17,8.1,6.4,1.7,0.0,False
EMP029,Quality,2023-03-17,7.84,5.62,2.22,0.0,False
EMP022,Assembly,2023-03-17,8.35,7.0,1.35,0.0,False
EMP056,Management,2023-03-17,8.1,5.93,1.88,0.3,False
EMP044,Management,2023-03-17,8.48,5.25,3.23,0.0,False
EMP010,Management,2023-03-17,7.86,6.22,1.64,0.0,False
EMP046,Assembly,2023-03-17,7.19,6.1,1.09,0.0,False
EMP065,Quality,2023-03-17,8.2,5.14,2.89,0.16,False
EMP018,Quality,2023-03-17,8.91,5.24,3.39,0.27,False
EMP015,Quality,2023-03-17,8.76,6.23,0.77,1.76,False
EMP013,Maintenance,2023-03-17,7.48,5.75,0.82,0.92,False
EMP038,Assembly,2023-03-17,8.33,5.85,2.47,0.0,False
EMP049,Maintenance,2023-03-17,8.18,4.34,2.68,1.16,False
EMP004,Management,2023-03-17,10.24,5.95,2.34,1.94,False
EMP012,Logistics,2023-03-17,7.33,6.05,0.71,0.57,False
EMP061,Management,2023-03-17,8.36,6.31,2.05,0.0,False
EMP032,Assembly,2023-03-17,7.27,6.29,0.98,0.0,False
EMP002,Maintenance,2023-03-17,8.39,6.49,1.9,0.0,False
EMP045,Management,2023-03-17,6.78,5.13,1.65,0.0,False
EMP033,Quality,2023-03-17,7.3,5.1,2.2,0.0,False
EMP066,Maintenance,2023-03-17,7.48,6.34,1.14,0.0,False
EMP003,Maintenance,2023-03-17,7.89,6.74,1.16,0.0,False
EMP026,Maintenance,2023-03-17,6.72,5.37,1.35,0.0,False
EMP042,Management,2023-03-17,6.66,5.39,1.27,0.0,False
EMP005,Assembly,2023-03-17,7.82,5.56,2.26,0.0,False
EMP027,Maintenance,2023-03-17,8.25,4.98,3.27,0.0,False
EMP020,Management,2023-03-17,9.44,4.89,2.74,1.8,False
EMP051,Maintenance,2023-03-17,7.97,4.27,2.45,1.25,False
EMP039,Assembly,2023-03-17,9.1,5.88,2.56,0.68,False
EMP031,Assembly,2023-03-17,10.66,5.18,3.43,2.04,False
EMP050,Maintenance,2023-03-17,10.51,7.0,1.54,1.97,False
EMP023,Maintenance,2023-03-17,7.42,5.53,1.89,0.0,False
EMP041,Quality,2023-03-17,7.95,4.61,2.43,0.91,False
EMP028,Quality,2023-03-17,7.1,4.77,2.32,0.0,False
EMP047,Quality,2023-03-17,7.96,6.08,1.06,0.81,False
EMP054,Quality,2023-03-17,6.85,4.77,2.07,0.0,False
EMP067,Maintenance,2023-03-17,8.22,6.75,1.47,0.0,False
EMP017,Assembly,2023-03-17,8.54,5.53,3.01,0.0,False
EMP011,Assembly,2023-03-17,7.92,6.25,1.66,0.0,False
EMP059,Maintenance,2023-03-17,8.21,5.15,3.06,0.0,False
EMP040,Logistics,2023-03-17,7.95,6.11,1.16,0.68,False
EMP060,Assembly,2023-03-17,9.17,6.43,1.12,1.62,False
EMP068,Quality,2023-03-17,7.86,5.78,2.08,0.0,False
EMP009,Assembly,2023-03-17,8.48,7.39,1.09,0.0,False
EMP014,Assembly,2023-03-17,8.36,6.85,1.51,0.0,False
EMP048,Maintenance,2023-03-17,8.53,5.14,2.32,1.07,False
EMP025,Management,2023-03-17,7.12,4.51,2.6,0.0,False
EMP057,Assembly,2023-03-17,7.78,4.83,2.27,0.68,False
EMP070,Logistics,2023-03-17,9.41,5.25,2.11,2.05,False
EMP062,Logistics,2023-03-17,8.1,6.94,1.16,0.0,False
EMP058,Maintenance,2023-03-17,7.99,4.62,1.92,1.45,False
EMP007,Maintenance,2023-03-17,6.73,4.05,2.48,0.19,False
EMP052,Management,2023-03-17,8.75,6.75,1.71,0.29,False
EMP011,Management,2023-03-18,7.92,6.63,1.29,0.0,False
EMP047,Quality,2023-03-18,9.89,7.34,1.21,1.34,False
EMP041,Assembly,2023-03-18,8.43,7.41,1.03,0.0,False
EMP007,Logistics,2023-03-18,8.54,7.34,1.2,0.0,False
EMP017,Logistics,2023-03-18,9.07,5.02,1.91,2.14,False
EMP034,Maintenance,2023-03-18,8.39,4.83,3.01,0.55,False
EMP059,Logistics,2023-03-18,8.38,6.36,2.02,0.0,False
EMP025,Maintenance,2023-03-18,6.88,5.32,1.56,0.0,False
EMP067,Management,2023-03-18,8.18,6.07,1.16,0.95,False
EMP052,Quality,2023-03-18,7.74,5.79,1.04,0.93,False
EMP033,Assembly,2023-03-18,10.07,6.12,2.05,1.89,False
EMP066,Assembly,2023-03-18,9.6,7.16,0.83,1.62,False
EMP018,Management,2023-03-18,7.75,4.75,3.0,0.0,False
EMP012,Maintenance,2023-03-18,8.33,6.99,1.34,0.0,False
EMP054,Assembly,2023-03-18,8.0,6.56,1.45,0.0,False
EMP003,Management,2023-03-18,7.01,4.67,2.34,0.0,False
EMP010,Management,2023-03-18,9.93,6.43,2.17,1.33,False
EMP039,Management,2023-03-18,7.91,5.23,2.68,0.0,False
EMP061,Logistics,2023-03-18,8.65,5.08,2.02,1.56,False
EMP063,Logistics,2023-03-18,7.73,5.57,2.16,0.0,False
EMP005,Quality,2023-03-18,8.25,6.96,1.3,0.0,False
EMP027,Maintenance,2023-03-18,8.12,6.61,0.99,0.52,False
EMP037,Management,2023-03-18,8.61,6.22,2.39,0.0,False
EMP001,Logistics,2023-03-18,7.86,5.45,2.41,0.0,False
EMP050,Management,2023-03-18,8.42,6.2,2.22,0.0,False
EMP045,Management,2023-03-18,9.44,6.21,1.3,1.93,False
EMP048,Assembly,2023-03-18,6.54,5.23,1.32,0.0,False
EMP015,Assembly,2023-03-18,7.24,5.48,1.76,0.0,False
EMP042,Quality,2023-03-18,8.13,6.25,1.88,0.0,False
EMP002,Quality,2023-03-18,8.34,6.22,2.02,0.1,False
EMP013,Logistics,2023-03-18,8.31,7.21,1.09,0.0,False
EMP040,Quality,2023-03-18,8.05,5.45,1.36,1.24,False
EMP030,Logistics,2023-03-18,8.23,4.64,2.18,1.41,False
EMP021,Logistics,2023-03-18,7.47,5.66,1.81,0.0,False
EMP069,Management,2023-03-18,7.42,4.27,2.61,0.54,False
EMP046,Management,2023-03-18,8.19,5.76,2.43,0.0,False
EMP044,Assembly,2023-03-18,9.4,5.69,1.91,1.78,False
EMP051,Maintenance,2023-03-18,9.8,5.51,3.0,1.29,False
EMP014,Logistics,2023-03-18,7.04,5.7,1.34,0.0,False
EMP065,Assembly,2023-03-18,8.22,7.12,1.1,0.0,False
EMP070,Maintenance,2023-03-18,7.78,5.09,2.69,0.0,False
EMP053,Quality,2023-03-18,9.28,6.27,1.83,1.17,False
EMP008,Assembly,2023-03-18,9.39,7.58,1.04,0.77,False
EMP009,Assembly,2023-03-18,8.55,6.67,0.86,1.0,False
EMP064,Maintenance,2023-03-18,8.32,5.94,2.38,0.0,False
EMP026,Logistics,2023-03-18,9.09,6.54,1.32,1.23,False
EMP035,Maintenance,2023-03-18,6.67,4.28,2.4,0.0,False
EMP049,Logistics,2023-03-18,7.03,6.18,0.85,0.0,False
EMP058,Assembly,2023-03-18,8.52,5.32,3.2,0.0,False
EMP057,Management,2023-03-18,8.02,5.03,2.99,0.0,False
EMP028,Logistics,2023-03-18,7.58,6.77,0.81,0.0,False
EMP038,Quality,2023-03-18,7.17,5.21,1.97,0.0,False
EMP006,Management,2023-03-18,6.54,4.87,1.67,0.0,False
EMP056,Assembly,2023-03-18,6.94,5.69,1.25,0.0,False
EMP030,Quality,2023-03-19,8.86,6.15,1.31,1.4,False
EMP009,Management,2023-03-19,7.55,5.38,2.17,0.0,False
EMP005,Management,2023-03-19,8.6,5.19,3.4,0.0,False
EMP034,Quality,2023-03-19,9.77,6.6,1.31,1.88,False
EMP032,Assembly,2023-03-19,6.66,4.15,2.52,0.0,False
EMP002,Maintenance,2023-03-19,8.61,5.61,3.0,0.0,False
EMP041,Quality,2023-03-19,7.47,4.83,2.65,0.0,False
EMP025,Assembly,2023-03-19,6.97,5.68,1.29,0.0,False
EMP027,Maintenance,2023-03-19,7.82,6.97,0.85,0.0,False
EMP048,Maintenance,2023-03-19,7.21,4.87,1.94,0.39,False
EMP012,Logistics,2023-03-19,7.82,4.77,3.05,0.0,False
EMP016,Management,2023-03-19,7.59,5.8,1.79,0.0,False
EMP024,Logistics,2023-03-19,6.84,5.35,1.49,0.0,False
EMP036,Assembly,2023-03-19,8.54,6.06,1.8,0.68,False
EMP057,Logistics,2023-03-19,7.61,6.17,1.0,0.44,False
EMP061,Logistics,2023-03-19,6.69,5.56,1.12,0.0,False
EMP052,Maintenance,2023-03-19,8.87,5.29,3.32,0.26,False
EMP040,Quality,2023-03-19,7.77,6.42,1.35,0.0,False
EMP021,Logistics,2023-03-19,6.88,4.41,2.47,0.0,False
EMP039,Quality,2023-03-19,8.08,4.43,2.38,1.29,False
EMP015,Maintenance,2023-03-19,7.04,5.3,1.74,0.0,False
EMP033,Assembly,2023-03-19,6.62,4.36,2.26,0.0,False
EMP001,Management,2023-03-19,6.99,5.02,1.97,0.0,False
EMP070,Logistics,2023-03-19,7.04,4.71,2.33,0.0,False
EMP007,Logistics,2023-03-19,7.44,4.53,2.92,0.0,False
EMP038,Assembly,2023-03-19,8.55,5.49,3.07,0.0,False
EMP031,Assembly,2023-03-19,7.43,5.21,1.46,0.77,False
EMP054,Logistics,2023-03-19,8.16,6.17,1.29,0.7,False
EMP013,Assembly,2023-03-19,7.83,4.98,2.85,0.0,False
EMP029,Quality,2023-03-19,8.11,7.24,0.87,0.0,False
EMP006,Assembly,2023-03-19,7.37,4.95,2.42,0.0,False
EMP062,Assembly,2023-03-19,8.47,5.37,3.1,0.0,False
EMP035,Assembly,2023-03-19,7.66,6.39,1.26,0.0,False
EMP060,Logistics,2023-03-19,7.88,7.0,0.89,0.0,False
EMP069,Assembly,2023-03-19,10.0,7.21,1.09,1.7,False
EMP046,Management,2023-03-19,8.45,6.27,2.17,0.0,False
EMP059,Quality,2023-03-19,8.13,6.35,1.78,0.0,False
EMP022,Assembly,2023-03-19,8.72,5.09,2.41,1.22,False
EMP047,Quality,2023-03-19,8.08,4.13,2.4,1.56,False
EMP051,Management,2023-03-19,8.39,5.93,2.46,0.0,False
EMP018,Logistics,2023-03-19,6.76,5.39,1.37,0.0,False
EMP017,Maintenance,2023-03-19,7.52,5.94,1.58,0.0,False
EMP067,Quality,2023-03-19,8.4,6.31,2.1,0.0,False
EMP066,Quality,2023-03-19,9.3,6.32,1.12,1.87,False
EMP068,Management,2023-03-19,8.48,5.49,1.61,1.38,False
EMP053,Maintenance,2023-03-19,8.4,7.11,1.3,0.0,False
EMP049,Quality,2023-03-19,8.58,5.46,3.11,0.0,False
EMP020,Maintenance,2023-03-19,6.67,4.9,1.77,0.0,False
EMP004,Assembly,2023-03-19,8.19,5.9,0.92,1.37,False
EMP044,Quality,2023-03-19,7.37,4.65,2.71,0.0,False
EMP063,Management,2023-03-19,6.74,4.9,1.68,0.15,False
EMP056,Maintenance,2023-03-19,6.52,5.25,1.27,0.0,False
EMP043,Assembly,2023-03-19,6.81,5.3,1.51,0.0,False
EMP026,Logistics,2023-03-19,8.38,6.02,2.37,0.0,False
EMP070,Management,2023-03-20,7.25,5.09,1.46,0.69,False
EMP058,Maintenance,2023-03-20,8.19,6.04,2.15,0.0,False
EMP024,Assembly,2023-03-20,7.31,6.35,0.96,0.0,False
EMP048,Maintenance,2023-03-20,8.1,6.16,1.94,0.0,False
EMP068,Management,2023-03-20,7.4,5.72,1.03,0.65,False
EMP036,Management,2023-03-20,8.0,6.07,1.93,0.0,False
EMP060,Quality,2023-03-20,7.8,5.69,2.11,0.0,False
EMP008,Quality,2023-03-20,6.66,4.87,1.79,0.0,False
EMP067,Management,2023-03-20,8.87,7.42,0.94,0.51,False
EMP042,Quality,2023-03-20,8.01,5.22,2.8,0.0,False
EMP035,Management,2023-03-20,7.88,6.51,1.37,0.0,False
EMP045,Maintenance,2023-03-20,8.1,5.0,2.82,0.28,False
EMP022,Maintenance,2023-03-20,8.28,6.34,1.94,0.0,False
EMP018,Assembly,2023-03-20,7.31,4.43,2.88,0.0,False
EMP061,Quality,2023-03-20,6.89,4.23,2.66,0.0,False
EMP004,Logistics,2023-03-20,8.5,6.35,2.15,0.0,False
EMP011,Logistics,2023-03-20,7.48,5.0,2.48,0.0,False
EMP059,Management,2023-03-20,7.02,4.88,2.14,0.0,False
EMP013,Logistics,2023-03-20,7.29,5.46,1.83,0.0,False
EMP065,Management,2023-03-20,9.37,4.74,2.52,2.12,False
EMP027,Maintenance,2023-03-20,8.29,6.26,2.03,0.0,False
EMP062,Quality,2023-03-20,8.48,6.57,1.91,0.0,False
EMP017,Logistics,2023-03-20,7.06,4.86,2.2,0.0,False
EMP064,Logistics,2023-03-20,7.3,5.08,2.22,0.0,False
EMP019,Assembly,2023-03-20,6.61,4.71,1.9,0.0,False
EMP046,Management,2023-03-20,6.75,5.71,1.04,0.0,False
EMP055,Logistics,2023-03-20,7.2,5.34,1.87,0.0,False
EMP053,Management,2023-03-20,6.76,5.09,1.67,0.0,False
EMP047,Assembly,2023-03-20,7.58,4.59,2.99,0.0,False
EMP066,Logistics,2023-03-20,7.03,6.29,0.75,0.0,False
EMP001,Management,2023-03-20,8.68,5.04,1.8,1.84,False
EMP012,Quality,2023-03-20,8.24,5.84,2.4,0.0,False
EMP006,Logistics,2023-03-20,7.68,5.65,2.03,0.0,False
EMP051,Quality,2023-03-20,8.63,6.02,1.22,1.39,False
EMP003,Quality,2023-03-20,7.84,5.28,2.56,0.0,False
EMP009,Assembly,2023-03-20,7.3,5.21,2.1,0.0,False
EMP005,Assembly,2023-03-20,9.46,6.4,0.91,2.15,False
EMP031,Logistics,2023-03-20,8.18,4.83,2.29,1.07,False
EMP033,Quality,2023-03-20,6.88,4.95,1.93,0.0,False
EMP015,Logistics,2023-03-20,6.93,4.83,2.11,0.0,False
EMP020,Logistics,2023-03-20,7.92,5.83,1.17,0.92,False
EMP039,Assembly,2023-03-20,7.52,4.75,2.76,0.0,False
EMP034,Management,2023-03-20,7.02,5.29,1.73,0.0,False
EMP016,Quality,2023-03-20,7.96,4.82,3.14,0.0,False
EMP049,Logistics,2023-03-20,9.67,6.07,2.31,1.29,False
EMP052,Logistics,2023-03-20,9.12,6.05,1.02,2.05,False
EMP007,Quality,2023-03-20,7.7,4.6,2.33,0.77,False
EMP038,Assembly,2023-03-20,7.2,4.28,2.34,0.58,False
EMP041,Logistics,2023-03-20,7.83,6.31,1.52,0.0,False
EMP014,Maintenance,2023-03-20,8.8,5.01,2.43,1.36,False
EMP029,Logistics,2023-03-20,7.23,5.14,2.08,0.0,False
EMP056,Maintenance,2023-03-20,7.2,5.71,1.49,0.0,False
EMP026,Management,2023-03-20,8.31,5.64,2.67,0.0,False
EMP054,Logistics,2023-03-20,8.31,5.68,2.62,0.0,False
EMP050,Maintenance,2023-03-21,7.16,6.21,0.95,0.0,False
EMP064,Quality,2023-03-21,7.44,5.83,1.1,0.51,False
EMP067,Quality,2023-03-21,8.33,6.74,1.59,0.0,False
EMP011,Assembly,2023-03-21,7.71,4.83,2.74,0.14,False
EMP028,Management,2023-03-21,7.07,4.26,2.82,0.0,False
EMP023,Logistics,2023-03-21,8.01,6.93,1.08,0.0,False
EMP038,Logistics,2023-03-21,6.63,5.58,1.05,0.0,False
EMP033,Logistics,2023-03-21,6.7,4.71,1.99,0.0,False
